model,primary_failed_part,mileage,age,date,claims_count
Ariya,HV Battery,53234.7,1.33,2025-01-04,0
Ariya,HV Battery,45615.4,1.33,2025-06-21,0
Ariya,HV Battery,45773.2,1.58,2025-02-25,1
Ariya,HV Battery,53282.3,1.39,2025-04-30,0
Ariya,HV Battery,50994.0,1.59,2025-04-09,1
Ariya,HV Battery,52547.6,1.64,2025-02-18,0
Ariya,HV Battery,50972.6,1.43,2025-05-05,0
Ariya,HV Battery,48494.3,1.48,2025-01-27,0
Ariya,HV Battery,53664.9,1.49,2025-03-29,1
Ariya,HV Battery,50347.3,1.57,2025-02-23,1
Ariya,HV Battery,52621.2,1.47,2025-06-01,1
Ariya,HV Battery,49300.5,1.46,2025-05-16,0
Ariya,HV Battery,52477.3,1.42,2025-05-12,1
Ariya,HV Battery,48103.3,1.44,2025-03-22,0
Ariya,HV Battery,51139.4,1.58,2025-03-21,1
Ariya,HV Battery,48292.0,1.5,2025-04-27,1
Ariya,HV Battery,50554.0,1.46,2025-06-17,0
Ariya,HV Battery,55211.3,1.49,2025-02-09,0
Ariya,HV Battery,48923.8,1.55,2025-05-10,0
Ariya,HV Battery,53355.2,1.41,2025-01-28,1
Ariya,HV Battery,48207.7,1.51,2025-02-03,1
Ariya,HV Battery,51181.0,1.45,2025-02-26,1
Ariya,HV Battery,53973.1,1.44,2025-04-04,1
Ariya,HV Battery,52346.1,1.57,2025-04-09,1
Ariya,HV Battery,50396.2,1.34,2025-04-26,0
Ariya,HV Battery,50232.3,1.49,2025-06-08,1
Ariya,HV Battery,53836.5,1.44,2025-05-12,0
Ariya,HV Battery,55682.3,1.38,2025-02-21,1
Ariya,HV Battery,51686.2,1.46,2025-04-13,0
Ariya,HV Battery,54718.5,1.37,2025-02-18,0
Ariya,HV Battery,52356.5,1.46,2025-01-18,1
Ariya,HV Battery,55185.1,1.42,2025-03-13,1
Ariya,HV Battery,52330.1,1.42,2025-04-19,1
Ariya,HV Battery,51747.6,1.45,2025-02-12,1
Ariya,HV Battery,50278.1,1.33,2025-06-25,1
Ariya,HV Battery,52328.2,1.4,2025-03-20,0
Ariya,HV Battery,48403.1,1.36,2025-05-28,0
Ariya,HV Battery,48558.6,1.52,2025-06-15,1
Ariya,HV Battery,52422.0,1.53,2025-01-27,1
Leaf,Rear Tire,10943.7,4.37,2025-03-03,1
Leaf,Rear Tire,11211.7,5.1,2025-01-05,1
Leaf,Rear Tire,10530.0,4.93,2025-04-28,0
Leaf,Rear Tire,10793.9,4.42,2025-02-17,1
Leaf,Rear Tire,10517.8,4.81,2025-03-10,0
Leaf,Rear Tire,10648.2,4.77,2025-01-08,1
Leaf,Rear Tire,11089.1,4.7,2025-05-02,1
Leaf,Rear Tire,11221.8,5.05,2025-06-19,1
Leaf,Rear Tire,11463.5,5.32,2025-05-16,0
Leaf,Rear Tire,11667.4,4.61,2025-04-26,0
Leaf,Rear Tire,10918.1,4.72,2025-04-01,1
Leaf,Rear Tire,12493.8,5.05,2025-03-09,0
Leaf,Rear Tire,11493.5,5.01,2025-01-31,0
Leaf,Rear Tire,9319.0,4.71,2025-05-21,1
Leaf,Rear Tire,10365.5,4.8,2025-01-22,1
Leaf,Rear Tire,10926.4,5.02,2025-04-01,0
Leaf,Rear Tire,9323.4,4.84,2025-04-21,0
Leaf,Rear Tire,10472.6,5.24,2025-02-24,0
Leaf,Rear Tire,11051.2,4.86,2025-02-08,1
Leaf,Rear Tire,10853.4,4.49,2025-04-12,1
Leaf,Rear Tire,11088.3,4.8,2025-05-09,1
Leaf,Rear Tire,10300.1,5.22,2025-04-21,1
Leaf,Rear Tire,10880.2,4.74,2025-05-11,1
Leaf,Rear Tire,10409.0,4.99,2025-03-27,0
Leaf,Rear Tire,10888.1,4.91,2025-01-14,0
Leaf,Rear Tire,10087.6,4.64,2025-04-23,1
Leaf,Rear Tire,10331.8,4.85,2025-03-11,0
Leaf,Rear Tire,10711.2,4.86,2025-04-05,1
Leaf,Rear Tire,10672.1,5.36,2025-01-26,1
Leaf,Rear Tire,11189.2,5.19,2025-01-13,0
Sentra,Front Tire,30480.4,4.19,2025-03-17,0
Sentra,Front Tire,32600.9,4.71,2025-02-18,0
Sentra,Front Tire,30927.4,4.35,2025-04-14,1
Sentra,Front Tire,28874.8,4.64,2025-02-15,1
Sentra,Front Tire,31738.7,4.22,2025-06-02,1
Sentra,Front Tire,29437.9,4.5,2025-03-12,1
Sentra,Front Tire,28693.1,4.26,2025-05-16,1
Sentra,Front Tire,28898.7,4.18,2025-06-05,0
Sentra,Front Tire,29387.2,4.6,2025-05-07,1
Sentra,Front Tire,27810.5,4.5,2025-05-13,1
Sentra,Front Tire,30878.0,4.61,2025-04-21,0
Sentra,Front Tire,30876.6,4.32,2025-01-28,1
Sentra,Front Tire,29242.1,4.62,2025-06-24,0
Sentra,Front Tire,31242.3,4.29,2025-01-13,1
Sentra,Front Tire,31870.2,4.3,2025-06-15,1
Sentra,Front Tire,30483.4,4.27,2025-03-05,1
Sentra,Front Tire,31298.5,4.18,2025-01-29,0
Sentra,Front Tire,30029.7,4.26,2025-02-26,0
Sentra,Front Tire,30886.8,4.49,2025-01-30,0
Sentra,Front Tire,28801.8,4.49,2025-01-14,1
Sentra,Front Tire,28233.9,4.88,2025-01-10,0
Sentra,Front Tire,29705.2,4.63,2025-05-28,0
Sentra,Front Tire,30791.4,4.45,2025-03-10,1
Sentra,Front Tire,28707.4,4.59,2025-03-03,0
Sentra,Front Tire,30558.9,4.5,2025-01-17,0
Sentra,Front Tire,30346.5,4.43,2025-05-17,1
Sentra,Front Tire,29132.5,4.37,2025-01-26,1
Sentra,Front Tire,29844.8,4.24,2025-03-12,0
Sentra,Front Tire,30689.8,4.48,2025-02-27,1
Sentra,Front Tire,30867.0,4.38,2025-06-08,0
Sentra,Front Tire,31111.4,4.45,2025-06-29,0
Sentra,Front Tire,30633.5,4.44,2025-04-14,1
Sentra,Front Tire,32288.0,4.13,2025-04-11,1
Sentra,Front Tire,29999.2,4.47,2025-04-11,0
Sentra,Front Tire,28072.3,4.7,2025-01-26,1
Sentra,Front Tire,30873.2,4.61,2025-02-26,1
Sentra,Front Tire,32191.6,4.49,2025-06-27,1
Sentra,Front Tire,27081.8,4.43,2025-03-10,0
Sentra,Front Tire,30807.8,4.16,2025-05-07,0
Sentra,Front Tire,27756.9,4.5,2025-02-22,0
Sentra,Front Tire,28580.7,4.85,2025-02-13,0
Sentra,Front Tire,30885.9,4.7,2025-02-22,1
Sentra,Front Tire,30532.3,4.57,2025-03-30,0
Sentra,Front Tire,30566.0,4.62,2025-06-13,0
Sentra,Front Tire,27377.9,4.6,2025-03-15,0
Sentra,Front Tire,31504.2,4.37,2025-06-30,0
Sentra,Front Tire,29861.1,4.33,2025-06-02,0
Sentra,Front Tire,30915.8,4.67,2025-03-15,0
Sentra,Front Tire,29670.6,4.03,2025-01-01,0
Sentra,Front Tire,34271.9,4.55,2025-01-25,1
Sentra,Front Tire,29888.5,4.66,2025-02-17,0
Sentra,Front Tire,31908.0,4.51,2025-05-09,0
Sentra,Front Tire,29757.7,4.55,2025-06-29,0
Sentra,Front Tire,32145.5,4.02,2025-06-09,1
Sentra,Front Tire,30827.0,4.47,2025-05-03,0
Sentra,Front Tire,30890.4,4.41,2025-03-20,1
Sentra,Front Tire,32292.7,4.35,2025-06-26,1
Sentra,Front Tire,30480.6,4.47,2025-03-03,0
Sentra,Front Tire,30213.4,4.1,2025-02-13,0
Sentra,Front Tire,30811.2,4.45,2025-03-22,0
Sentra,Front Tire,29928.2,4.37,2025-06-24,1
Sentra,Front Tire,25637.9,4.67,2025-01-18,0
Sentra,Front Tire,31858.2,4.11,2025-02-12,1
Sentra,Front Tire,29455.2,4.72,2025-02-17,1
Sentra,Front Tire,28724.5,4.51,2025-03-27,1
Sentra,Front Tire,29734.8,4.49,2025-04-27,1
Sentra,Front Tire,30561.2,4.34,2025-02-06,0
Sentra,Front Tire,31077.0,4.29,2025-01-04,1
Sentra,Front Tire,27765.2,4.2,2025-06-20,1
Sentra,Front Tire,28887.6,4.05,2025-05-02,0
Sentra,Front Tire,31047.9,4.36,2025-04-20,0
Sentra,Front Tire,31024.3,4.51,2025-03-27,1
Sentra,Front Tire,31637.8,4.49,2025-01-06,1
Sentra,Front Tire,28991.6,4.53,2025-02-15,0
Sentra,Front Tire,30822.9,4.88,2025-03-09,1
Sentra,Front Tire,30496.9,4.48,2025-01-20,1
Sentra,Front Tire,30340.3,4.41,2025-02-13,1
Sentra,Front Tire,30456.4,4.3,2025-06-23,0
Sentra,Front Tire,30755.1,4.54,2025-01-03,0
Sentra,Front Tire,29845.4,4.58,2025-06-02,0
Sentra,Front Tire,31573.6,4.21,2025-04-01,0
Sentra,Front Tire,29015.9,4.5,2025-05-02,0
Sentra,Front Tire,29589.3,4.17,2025-05-30,1
Sentra,Front Tire,33101.8,4.19,2025-01-01,0
Sentra,Front Tire,28162.5,4.23,2025-05-06,0
Sentra,Front Tire,30837.9,4.42,2025-03-05,0
Sentra,Front Tire,33361.4,4.23,2025-05-01,1
Sentra,Front Tire,30844.8,4.65,2025-01-29,1
Sentra,Front Tire,29480.3,4.55,2025-01-12,0
Sentra,Front Tire,27692.1,4.79,2025-01-05,1
Sentra,Front Tire,32001.0,4.25,2025-05-26,1
Sentra,Front Tire,31749.6,4.69,2025-06-24,1
Sentra,Front Tire,28520.6,4.27,2025-03-16,1
Sentra,Front Tire,32536.6,4.41,2025-02-28,1
Sentra,Front Tire,31149.6,4.42,2025-05-15,1
Sentra,Front Tire,31843.6,4.51,2025-05-09,0
Sentra,Front Tire,30646.7,3.94,2025-02-12,1
Sentra,Front Tire,31460.3,4.56,2025-02-07,0
Sentra,Front Tire,28595.4,4.14,2025-01-25,1
Sentra,Front Tire,31273.7,4.44,2025-01-26,1
Sentra,Front Tire,27474.7,4.22,2025-03-19,0
Sentra,Front Tire,30963.2,4.55,2025-03-27,0
Sentra,Front Tire,29594.2,4.37,2025-04-26,0
Sentra,Front Tire,29144.5,4.69,2025-05-06,1
Sentra,Front Tire,30750.9,4.25,2025-03-31,1
Sentra,Front Tire,28722.3,4.12,2025-05-20,0
Sentra,Front Tire,33246.0,4.36,2025-03-07,1
Sentra,Front Tire,29875.8,4.35,2025-06-19,0
Sentra,Front Tire,29524.2,4.38,2025-05-05,0
Sentra,Front Tire,30538.0,4.4,2025-03-06,0
Sentra,Front Tire,28560.3,4.6,2025-04-04,0
Sentra,Front Tire,29642.0,4.26,2025-04-28,1
Sentra,Front Tire,29412.0,4.17,2025-01-04,1
Sentra,Front Tire,30893.0,4.6,2025-04-01,0
Sentra,Front Tire,29382.8,3.99,2025-03-19,0
Sentra,Front Tire,28919.2,4.3,2025-03-27,1
Sentra,Front Tire,28607.8,4.27,2025-05-13,1
Sentra,Front Tire,29644.1,4.4,2025-06-19,1
Sentra,Front Tire,28267.1,4.53,2025-06-02,0
Sentra,Front Tire,33016.5,4.71,2025-05-04,1
Sentra,Front Tire,29594.6,4.55,2025-01-29,0
Sentra,Front Tire,31323.5,4.39,2025-03-11,0
Sentra,Front Tire,30754.6,4.55,2025-06-25,0
Sentra,Front Tire,31831.3,4.22,2025-05-13,0
Sentra,Front Tire,31624.5,4.77,2025-06-13,1
Sentra,Front Tire,31829.5,4.74,2025-01-06,1
Sentra,Front Tire,26546.9,4.53,2025-02-07,0
Sentra,Front Tire,30887.6,4.63,2025-04-16,0
Sentra,Front Tire,28769.1,4.29,2025-02-26,1
Sentra,Front Tire,31857.4,4.17,2025-06-18,0
Sentra,Front Tire,30854.1,4.4,2025-02-06,1
Sentra,Front Tire,30186.2,4.53,2025-04-02,1
Sentra,Front Tire,28784.5,4.23,2025-05-08,0
Sentra,Front Tire,30272.6,4.14,2025-01-08,0
Sentra,Front Tire,32361.0,4.22,2025-03-04,1
Sentra,Front Tire,31683.4,4.21,2025-05-28,1
Sentra,Front Tire,31558.2,4.05,2025-06-28,1
Sentra,Front Tire,32631.9,4.65,2025-04-21,0
Sentra,Front Tire,29642.5,4.22,2025-04-03,0
Sentra,Front Tire,31182.6,4.06,2025-02-22,1
Sentra,Front Tire,30537.8,4.22,2025-01-23,0
Sentra,Front Tire,30097.2,4.26,2025-02-19,1
Sentra,Front Tire,29267.9,4.78,2025-04-07,0
Sentra,Front Tire,31674.5,4.07,2025-06-13,0
Sentra,Front Tire,29149.9,4.59,2025-01-28,0
Sentra,Front Tire,31961.3,4.1,2025-03-12,0
Sentra,Front Tire,31549.6,4.46,2025-06-10,0
Sentra,Front Tire,27525.2,4.31,2025-06-23,1
Sentra,Front Tire,30277.3,4.41,2025-05-20,0
Sentra,Front Tire,28471.9,4.23,2025-04-26,1
Sentra,Front Tire,29535.3,4.28,2025-05-15,0
Sentra,Front Tire,29693.7,4.37,2025-02-14,0
Sentra,Front Tire,30956.8,4.79,2025-03-09,0
Sentra,Front Tire,31812.2,4.69,2025-06-23,1
Sentra,Front Tire,29752.0,4.18,2025-03-31,0
Sentra,Front Tire,31706.4,4.4,2025-03-26,0
Sentra,Front Tire,31598.0,4.21,2025-04-11,1
Sentra,Front Tire,31473.4,4.36,2025-05-31,0
Sentra,Front Tire,29782.3,4.32,2025-04-17,1
Sentra,Front Tire,31232.3,4.57,2025-03-12,1
Sentra,Front Tire,29926.3,4.48,2025-03-21,0
Sentra,Front Tire,31004.3,4.56,2025-02-18,1
Sentra,Front Tire,31989.1,4.8,2025-01-11,0
Sentra,Front Tire,29775.8,4.72,2025-05-29,0
Sentra,Front Tire,30663.2,4.16,2025-05-14,1
Sentra,Front Tire,29493.3,4.5,2025-06-29,0
Sentra,Front Tire,31588.0,4.18,2025-03-29,1
Sentra,Front Tire,29320.5,4.28,2025-06-06,1
Sentra,Front Tire,29168.8,3.99,2025-02-01,0
Sentra,Front Tire,27102.0,4.32,2025-04-21,0
Sentra,Front Tire,30869.0,4.54,2025-04-27,1
Sentra,Front Tire,28408.3,4.1,2025-05-26,1
Sentra,Front Tire,29680.1,4.4,2025-03-30,1
Sentra,Front Tire,32022.4,4.56,2025-03-15,0
Sentra,Front Tire,29924.1,4.48,2025-01-29,1
Sentra,Front Tire,29199.0,4.42,2025-01-03,1
Sentra,Front Tire,30389.7,4.71,2025-05-08,0
Sentra,Front Tire,31237.1,4.23,2025-06-25,1
Sentra,Front Tire,29325.5,4.33,2025-02-07,1
Sentra,Front Tire,28100.2,4.35,2025-04-30,1
Sentra,Front Tire,30265.8,4.5,2025-06-24,0
Sentra,Front Tire,31417.8,4.42,2025-02-08,1
Sentra,Front Tire,28000.3,4.13,2025-05-14,1
Sentra,Front Tire,29562.5,4.54,2025-03-16,0
Sentra,Front Tire,31427.6,4.35,2025-06-09,0
Sentra,Front Tire,34081.6,4.74,2025-05-23,1
Sentra,Front Tire,32374.7,4.55,2025-06-20,0
Sentra,Front Tire,31183.7,4.48,2025-02-11,1
Sentra,Front Tire,27733.5,4.17,2025-03-19,0
Sentra,Front Tire,30146.2,4.43,2025-05-05,1
Sentra,Front Tire,30295.1,4.46,2025-03-15,1
Sentra,Front Tire,27278.9,4.51,2025-01-17,0
Sentra,Front Tire,30579.5,4.36,2025-03-17,0
Sentra,Front Tire,31898.2,4.17,2025-01-04,1
Sentra,Front Tire,30123.7,4.46,2025-04-27,1
Sentra,Front Tire,29184.6,3.96,2025-01-11,0
Sentra,Front Tire,28727.3,4.39,2025-02-25,1
Sentra,Front Tire,30105.2,4.4,2025-03-14,0
Sentra,Front Tire,29479.9,4.11,2025-06-01,1
Sentra,Front Tire,30693.6,4.36,2025-02-01,0
Sentra,Front Tire,31457.0,4.24,2025-01-14,1
Sentra,Front Tire,27404.5,3.83,2025-05-06,1
Sentra,Front Tire,29872.9,4.43,2025-03-20,0
Sentra,Front Tire,30130.7,4.28,2025-01-02,1
Sentra,Front Tire,28059.2,3.98,2025-04-21,0
Sentra,Front Tire,31044.6,4.35,2025-04-01,1
Sentra,Front Tire,29930.7,4.06,2025-06-19,1
Sentra,Front Tire,29012.0,4.41,2025-01-01,0
Sentra,Front Tire,30918.6,4.36,2025-01-13,1
Sentra,Front Tire,32587.1,4.27,2025-03-06,1
Sentra,Front Tire,32446.3,4.45,2025-02-05,1
Sentra,Front Tire,30649.6,4.61,2025-03-31,1
Sentra,Front Tire,29533.5,4.33,2025-03-14,1
Sentra,Front Tire,28619.8,4.61,2025-05-09,1
Sentra,Front Tire,30996.2,4.64,2025-06-20,1
Sentra,Front Tire,30797.1,4.64,2025-05-24,0
Sentra,Front Tire,29345.8,4.62,2025-02-09,1
Sentra,Front Tire,29878.4,4.4,2025-01-23,0
Sentra,Front Tire,31595.0,4.91,2025-03-11,0
Sentra,Front Tire,31734.8,4.6,2025-02-06,1
Sentra,Front Tire,29653.5,4.43,2025-02-20,1
Sentra,Front Tire,30338.7,4.71,2025-04-21,1
Sentra,Front Tire,30262.4,4.69,2025-05-30,0
Sentra,Front Tire,28500.8,4.71,2025-01-21,0
Sentra,Front Tire,29171.8,4.59,2025-03-16,0
Sentra,Front Tire,29167.4,4.54,2025-02-26,0
Sentra,Front Tire,29017.6,4.63,2025-01-09,1
Sentra,Front Tire,31773.2,4.27,2025-05-02,0
Sentra,Front Tire,31365.9,4.61,2025-04-01,1
Sentra,Front Tire,29077.4,4.17,2025-03-05,0
Sentra,Front Tire,28851.9,4.13,2025-06-23,1
Sentra,Front Tire,28844.6,4.6,2025-06-13,1
Sentra,Front Tire,31335.1,4.03,2025-04-09,0
Sentra,Front Tire,29707.2,4.15,2025-04-19,0
Sentra,Front Tire,31798.0,4.3,2025-04-13,0
Sentra,Front Tire,28130.7,4.44,2025-01-26,1
Sentra,Front Tire,31409.2,4.19,2025-03-08,0
Sentra,Front Tire,30081.0,4.2,2025-03-19,0
Sentra,Front Tire,32381.0,4.31,2025-06-02,1
Sentra,Front Tire,29384.5,4.39,2025-03-21,1
Sentra,Front Tire,30168.4,4.55,2025-02-14,0
Sentra,Front Tire,32338.3,4.67,2025-05-25,0
Sentra,Front Tire,29902.7,4.47,2025-04-22,0
Sentra,Front Tire,32753.6,4.74,2025-06-23,0
Sentra,Front Tire,29149.7,4.53,2025-03-24,1
Sentra,Front Tire,31129.9,4.6,2025-05-29,0
Sentra,Front Tire,32380.4,4.17,2025-02-05,1
Sentra,Front Tire,29432.0,4.6,2025-06-24,1
Sentra,Front Tire,30710.4,3.91,2025-02-21,1
Sentra,Front Tire,27945.0,4.55,2025-03-06,0
Sentra,Front Tire,31763.8,4.1,2025-02-04,1
Sentra,Front Tire,32160.2,4.36,2025-04-17,0
Sentra,Front Tire,28926.3,4.28,2025-05-22,0
Sentra,Front Tire,28621.0,4.26,2025-02-21,0
Sentra,Front Tire,27636.2,4.38,2025-03-19,1
Sentra,Front Tire,31379.7,4.1,2025-03-20,1
Sentra,Front Tire,30510.7,4.22,2025-01-22,1
Sentra,Front Tire,31504.2,3.89,2025-03-18,0
Sentra,Front Tire,31569.9,4.0,2025-05-26,1
Sentra,Front Tire,30164.8,4.24,2025-06-10,0
Sentra,Front Tire,29935.0,4.06,2025-04-29,0
Sentra,Front Tire,33015.2,4.12,2025-05-20,0
Sentra,Front Tire,28644.0,4.79,2025-02-16,1
Sentra,Front Tire,30976.7,4.12,2025-04-07,0
Sentra,Front Tire,30288.5,4.35,2025-04-22,1
Sentra,Front Tire,27912.4,4.23,2025-01-25,1
Sentra,Front Tire,30444.6,4.68,2025-02-05,0
Sentra,Front Tire,30197.0,4.37,2025-05-15,1
Sentra,Front Tire,29242.3,4.64,2025-04-24,0
Sentra,Front Tire,31860.2,4.57,2025-06-27,1
Sentra,Front Tire,30655.3,4.05,2025-03-22,1
Sentra,Front Tire,32141.1,4.41,2025-05-09,1
Sentra,Front Tire,30014.4,4.5,2025-06-25,0
Sentra,Front Tire,30826.5,4.16,2025-04-02,0
Sentra,Front Tire,29995.8,3.98,2025-04-30,1
Sentra,Front Tire,30615.9,4.69,2025-04-01,1
Sentra,Front Tire,27747.9,4.43,2025-04-20,0
Sentra,Front Tire,31503.7,4.58,2025-04-30,0
Sentra,Front Tire,29347.4,4.16,2025-04-18,0
Sentra,Front Tire,29590.0,4.66,2025-04-16,0
Sentra,Front Tire,27879.0,4.13,2025-04-29,1
Sentra,Front Tire,29785.5,4.19,2025-01-08,0
Sentra,Front Tire,30421.3,4.71,2025-05-24,0
Sentra,Front Tire,28649.9,4.37,2025-01-07,1
Sentra,Front Tire,30472.2,4.33,2025-04-18,0
Sentra,Front Tire,28078.9,4.26,2025-01-23,0
Sentra,Front Tire,29517.2,4.54,2025-02-05,0
Sentra,Front Tire,31124.3,4.06,2025-06-07,1
Sentra,Front Tire,29894.7,4.29,2025-03-19,1
Sentra,Front Tire,33464.2,4.46,2025-03-04,1
Sentra,Front Tire,28842.5,4.23,2025-05-29,1
Sentra,Front Tire,29907.8,4.48,2025-05-12,0
Sentra,Front Tire,31223.9,4.44,2025-04-06,1
Sentra,Front Tire,30165.1,4.37,2025-02-02,0
Sentra,Front Tire,30288.2,4.01,2025-06-08,1
Sentra,Front Tire,30391.4,4.27,2025-05-20,0
Sentra,Front Tire,27965.5,4.93,2025-05-25,1
Sentra,Front Tire,30959.3,4.4,2025-03-17,1
Sentra,Front Tire,29919.1,4.56,2025-01-14,1
Sentra,Front Tire,28713.2,4.33,2025-04-11,0
Sentra,Front Tire,29033.5,4.56,2025-02-02,0
Sentra,Front Tire,29224.6,4.64,2025-04-14,1
Sentra,Front Tire,30333.5,4.57,2025-06-21,1
Sentra,Front Tire,31094.3,4.63,2025-01-02,0
Sentra,Front Tire,29059.4,4.6,2025-04-29,0
Sentra,Front Tire,27645.8,4.41,2025-05-13,1
Sentra,Front Tire,29652.7,4.09,2025-04-28,1
Sentra,Front Tire,29122.9,4.26,2025-01-14,1
Sentra,Front Tire,30185.2,4.28,2025-01-22,1
Sentra,Front Tire,30606.8,4.22,2025-01-15,1
Sentra,Front Tire,29758.0,4.34,2025-03-11,0
Sentra,Front Tire,30762.4,4.59,2025-06-16,0
Sentra,Front Tire,31786.0,4.45,2025-01-28,1
Sentra,Front Tire,31140.6,4.47,2025-03-27,0
Sentra,Front Tire,30005.2,4.6,2025-06-02,0
Sentra,Front Tire,29090.9,3.95,2025-01-25,0
Sentra,Front Tire,28897.3,4.71,2025-03-16,0
Sentra,Front Tire,30034.5,4.46,2025-05-25,0
Sentra,Front Tire,30067.2,4.52,2025-05-04,0
Sentra,Front Tire,30592.6,4.38,2025-06-26,0
Sentra,Front Tire,31420.3,4.3,2025-03-26,1
Sentra,Front Tire,31051.9,4.36,2025-01-16,1
Sentra,Front Tire,30321.1,4.22,2025-02-01,0
Sentra,Front Tire,30155.6,4.28,2025-05-30,0
Sentra,Front Tire,32207.1,4.03,2025-06-22,1
Sentra,Front Tire,31840.2,4.02,2025-05-11,0
Sentra,Front Tire,31303.6,4.22,2025-01-14,1
Sentra,Front Tire,31348.0,4.37,2025-06-29,1
Sentra,Front Tire,28301.5,4.7,2025-02-22,0
Sentra,Front Tire,31668.6,4.51,2025-05-13,0
Sentra,Front Tire,29508.7,4.58,2025-02-06,0
Sentra,Front Tire,28528.8,3.91,2025-05-24,1
Sentra,Front Tire,28103.4,4.2,2025-05-07,0
Sentra,Front Tire,29334.2,4.3,2025-02-04,0
Sentra,Front Tire,29889.7,4.26,2025-02-27,1
Sentra,Front Tire,27259.0,4.44,2025-06-22,1
Sentra,Front Tire,30081.4,4.25,2025-06-13,1
Sentra,Front Tire,32615.7,4.35,2025-02-09,0
Sentra,Front Tire,30574.0,4.58,2025-03-19,0
Sentra,Front Tire,28213.9,4.4,2025-06-10,0
Sentra,Front Tire,31692.8,4.38,2025-03-21,0
Sentra,Front Tire,28498.2,4.29,2025-01-02,0
Sentra,Front Tire,30772.9,3.94,2025-05-05,1
Sentra,Front Tire,28423.0,4.83,2025-06-09,1
Sentra,Front Tire,31223.4,4.73,2025-06-26,1
Sentra,Front Tire,31805.3,4.49,2025-02-21,1
Sentra,Front Tire,30013.7,4.48,2025-01-30,0
Sentra,Front Tire,32694.9,4.58,2025-01-18,1
Sentra,Front Tire,30739.1,4.36,2025-01-01,1
Sentra,Front Tire,31244.4,4.28,2025-02-09,1
Sentra,Front Tire,31244.6,4.25,2025-06-04,0
Sentra,Front Tire,29945.3,4.17,2025-01-31,0
Sentra,Front Tire,29814.5,4.25,2025-05-14,0
Sentra,Front Tire,33063.7,4.2,2025-01-25,0
Sentra,Front Tire,31071.4,4.19,2025-03-05,0
Sentra,Front Tire,30556.3,4.46,2025-02-22,1
Sentra,Front Tire,27663.3,4.09,2025-01-27,1
Sentra,Front Tire,29029.6,4.11,2025-05-02,1
Sentra,Front Tire,30613.0,4.45,2025-01-07,1
Sentra,Front Tire,28864.4,4.43,2025-05-10,0
Sentra,Front Tire,29838.4,4.38,2025-04-24,1
Sentra,Front Tire,29526.9,4.51,2025-04-11,0
Sentra,Front Tire,32976.8,4.57,2025-01-15,1
Sentra,Front Tire,32608.7,4.09,2025-02-01,1
Sentra,Front Tire,29454.9,4.52,2025-03-18,0
Ariya,Rear Tire,70049.4,6.98,2025-05-20,0
Ariya,Rear Tire,63429.0,6.71,2025-03-08,0
Ariya,Rear Tire,61858.0,6.77,2025-06-06,0
Ariya,Rear Tire,65187.9,6.87,2025-06-24,0
Ariya,Rear Tire,62738.5,6.15,2025-04-23,0
Ariya,Rear Tire,64075.9,6.87,2025-06-18,0
Ariya,Rear Tire,60212.9,6.61,2025-06-07,0
Ariya,Rear Tire,67556.9,6.24,2025-02-01,1
Ariya,Rear Tire,62412.3,7.13,2025-04-21,1
Ariya,Rear Tire,63809.8,6.47,2025-02-07,0
Ariya,Rear Tire,63288.2,6.91,2025-06-12,1
Ariya,Rear Tire,62666.3,6.84,2025-01-06,0
Ariya,Rear Tire,64054.4,6.75,2025-02-17,1
Ariya,Rear Tire,65404.6,6.54,2025-02-06,0
Ariya,Rear Tire,60320.6,6.8,2025-06-18,0
Ariya,Rear Tire,62891.4,6.49,2025-03-03,0
Ariya,Rear Tire,64976.8,7.06,2025-02-13,0
Ariya,Rear Tire,62821.2,6.64,2025-05-11,1
Ariya,Rear Tire,59569.6,6.57,2025-06-29,0
Ariya,Rear Tire,64011.0,6.63,2025-05-20,0
Ariya,Rear Tire,62164.1,6.88,2025-02-21,1
Ariya,Rear Tire,63494.1,7.5,2025-05-02,1
Ariya,Rear Tire,63968.0,5.73,2025-05-03,0
Ariya,Rear Tire,59790.3,6.82,2025-03-16,0
Ariya,Rear Tire,61274.1,6.45,2025-03-16,1
Ariya,Rear Tire,59387.7,6.48,2025-06-20,0
Ariya,Rear Tire,63924.4,6.77,2025-01-26,1
Ariya,Rear Tire,60082.0,6.91,2025-05-31,1
Ariya,Rear Tire,59539.2,6.79,2025-05-07,0
Ariya,Rear Tire,64377.4,6.33,2025-04-05,1
Sentra,Brake Rotor,9970.8,5.86,2025-01-28,1
Sentra,Brake Rotor,11020.1,5.65,2025-04-29,1
Sentra,Brake Rotor,10713.1,5.61,2025-04-17,0
Sentra,Brake Rotor,10260.2,6.22,2025-04-19,0
Sentra,Brake Rotor,10386.8,5.41,2025-02-07,1
Sentra,Brake Rotor,11127.7,5.52,2025-01-08,0
Sentra,Brake Rotor,10527.3,5.92,2025-03-14,0
Sentra,Brake Rotor,10894.8,5.73,2025-04-28,1
Sentra,Brake Rotor,9790.4,5.64,2025-01-31,1
Sentra,Brake Rotor,10007.5,5.4,2025-05-25,0
Sentra,Brake Rotor,10629.8,5.52,2025-04-10,1
Sentra,Brake Rotor,10882.0,5.74,2025-01-03,1
Sentra,Brake Rotor,10982.8,5.16,2025-05-29,0
Sentra,Brake Rotor,11782.1,5.52,2025-03-19,1
